Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;Indonesia;Export;Vegetable;Export (US$ Thousand);532819,354;754921,037;1129238,643;934312,502;1149125,966;1422130,905;1430564,88;1357105,608;1534481,749;1068352,562
United States;Iran, Islamic Rep.;Export;Vegetable;Export (US$ Thousand);4439,105;58022,947;583661,052;159785,046;65852,292;40993,836;109328,369;147008,961;26965,285;98429,621
United States;Iraq;Export;Vegetable;Export (US$ Thousand);438077,488;516483,887;815144,95;67296,588;220823,251;548932,51;58583,061;32451,298;112326,262;117737,552
United States;Ireland;Export;Vegetable;Export (US$ Thousand);60486,035;84783,505;117340,04;50832,366;50292,003;71672,531;43875,85;59770,263;72308,167;60155,302
United States;Israel;Export;Vegetable;Export (US$ Thousand);310269,56;436945,056;641877,876;289010,141;437153,923;582305,053;320816,353;327030,037;416677,597;229845,95
United States;Italy;Export;Vegetable;Export (US$ Thousand);345036,642;474155,668;517593,251;448439,654;433554,019;491024,834;446059,366;656910,784;684940,831;702205,511
United States;Jamaica;Export;Vegetable;Export (US$ Thousand);110602,642;144238,677;229364,991;161262,8;149478,606;198166,649;202944,179;195731,914;176280,643;151194,764
United States;Japan;Export;Vegetable;Export (US$ Thousand);5255291,059;6481266,473;8986877,217;6926935,598;7176915,678;8618830,307;7732105,698;6341821,521;7033613,683;6169922,036
United States;Jordan;Export;Vegetable;Export (US$ Thousand);126686,511;109802,346;114899,124;178863,004;154740,602;304797,967;135810,422;140800,58;136965,267;168309,452
United States;Kazakhstan;Export;Vegetable;Export (US$ Thousand);194,988;270,439;459,624;592,59;628,469;2585,241;2689,151;3787,904;1233,252;1073,236
United States;Kenya;Export;Vegetable;Export (US$ Thousand);56626,259;64260,005;78252,186;134779,32;64915,071;82750,839;70598,023;71867,9;55044,031;55425,686
United States;Kiribati;Export;Vegetable;Export (US$ Thousand);7,094;;276,73;;;226,828;60,445;145,987;75,544;11,509
United States;Korea, Dem. Rep.;Export;Vegetable;Export (US$ Thousand);;1728,16;51883,161;;1762,973;;;;;
United States;Korea, Rep.;Export;Vegetable;Export (US$ Thousand);1537046,021;1964810,778;3649985,488;2344221,545;2950466,401;3622595,089;2856563,561;2189287,148;3122941,664;2611056,068
United States;Kuwait;Export;Vegetable;Export (US$ Thousand);34776,306;47962,52;58934,527;59717,703;62924,39;115390,165;88657,471;90464,627;86320,144;93626,79
United States;Kyrgyz Republic;Export;Vegetable;Export (US$ Thousand);24,167;5,28;350,282;217,556;390,302;86,249;15,9;460,324;501,485;269,466
United States;Lao PDR;Export;Vegetable;Export (US$ Thousand);22,44;434,528;645,154;;732,845;2084,549;247,58;1235,77;1226,028;662,535
United States;Latvia;Export;Vegetable;Export (US$ Thousand);11131,075;22871,662;46890,518;12598,98;6598,666;7483,509;9042,742;11774,901;11097,539;5671,332
United States;Lebanon;Export;Vegetable;Export (US$ Thousand);41225,96;59711,148;77884,842;58822,712;93440,999;107782,417;57193,885;53855,071;60029,263;52108,699
United States;Lesotho;Export;Vegetable;Export (US$ Thousand);2245,71;5237,688;18,377;173,1;3,23;22;;16,823;;10
United States;Liberia;Export;Vegetable;Export (US$ Thousand);9123,223;8700;10413,28;12118,397;17037,342;38644,676;38743,307;13579,774;8891,053;14238,684
United States;Libya;Export;Vegetable;Export (US$ Thousand);29119,086;49138,196;33800,862;29640,731;88612,765;193503,974;83201,244;112141,111;72824,869;87147,696
United States;Lithuania;Export;Vegetable;Export (US$ Thousand);2530,969;5335,582;5928,315;4987,336;4719,949;8754,837;8981,163;20466,777;34706,155;13096,18
United States;Luxembourg;Export;Vegetable;Export (US$ Thousand);21044,43;31910,385;27046,265;27664,455;30381,24;16909,071;30281,055;51835,558;15851,312;19659,041
United States;Macao;Export;Vegetable;Export (US$ Thousand);119,412;374,059;1851,884;2578,568;1048,402;655,365;315,588;668,536;564,339;1137,051
United States;Macedonia, FYR;Export;Vegetable;Export (US$ Thousand);23,016;37,053;92,777;52,733;363,141;79,13;43,856;41,686;738,402;256,221
United States;Madagascar;Export;Vegetable;Export (US$ Thousand);8967,008;10703,008;8533,188;2937,745;11470,797;11647,555;9863,094;3653,47;164,145;2462,236
United States;Malawi;Export;Vegetable;Export (US$ Thousand);12617,535;13873,498;12223,715;12958,915;8387,682;12629,201;8495,761;6188,627;200,544;2026,212
United States;Malaysia;Export;Vegetable;Export (US$ Thousand);190150,373;269056,081;241502,18;347980,486;338094,183;495417,965;376560,415;431195,845;402673,41;343221,961
United States;Maldives;Export;Vegetable;Export (US$ Thousand);289,303;309,917;340,544;642,194;411,871;501,114;332,958;173,189;349,16;192,197
United States;Mali;Export;Vegetable;Export (US$ Thousand);10694,967;4966,016;1374,233;7426,234;6725,485;1725,84;8675,469;7367,694;2274,885;4759,218
United States;Malta;Export;Vegetable;Export (US$ Thousand);5501,345;6144,181;3117,985;3049,646;1156,088;1736,466;1382,652;3175,688;1984,042;1065,542
United States;Marshall Islands;Export;Vegetable;Export (US$ Thousand);1088,622;855,749;985,729;570,401;713,308;1057,511;1735,715;1372,226;1116,766;471,163
United States;Mauritania;Export;Vegetable;Export (US$ Thousand);1143,876;4298,321;5705,013;2214,895;3668,842;85,053;2122,176;9809,541;2889,395;2910,672
