Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;Slovenia;Export;Vegetable;Export (US$ Thousand);1163,494;1253,603;2837,493;695,603;700,504;1749,317;458,601;1305,808;1215,914;1058,306
United States;Solomon Islands;Export;Vegetable;Export (US$ Thousand);;;9,555;;416,201;601,343;622,817;719,934;156,449;27,681
United States;Somalia;Export;Vegetable;Export (US$ Thousand);14257,092;17354,029;52820,654;2143,839;;3352,417;8907,343;1674,115;4884,104;6514,903
United States;South Africa;Export;Vegetable;Export (US$ Thousand);42013,726;194068,847;264952,855;66446,241;164921,98;181444,221;85988,438;118495,346;102290,515;75572,103
United States;South Sudan;Export;Vegetable;Export (US$ Thousand);;;;;;;5957,307;2761,708;34522,775;3683,44
United States;Spain;Export;Vegetable;Export (US$ Thousand);489660,823;1007480,948;1188682,498;651148,048;954331,6;1057647,689;1158236,377;1442283,27;1541276,779;1362026,427
United States;Sri Lanka;Export;Vegetable;Export (US$ Thousand);4498,265;52604,038;47310,149;57333,097;32196,038;82651,633;19069,618;73624,828;63420,323;73002,375
United States;St. Kitts and Nevis;Export;Vegetable;Export (US$ Thousand);1063,165;2001,837;1503,306;1700,635;2400,004;2575,607;1915,191;2332,939;2236,228;2633,166
United States;St. Lucia;Export;Vegetable;Export (US$ Thousand);3323,801;3596,785;3965,666;4326,892;4647,083;5638,111;5021,951;4668,036;4717,274;5693,65
United States;St. Vincent and the Grenadines;Export;Vegetable;Export (US$ Thousand);7730,141;10711,947;14521,211;15787,566;15813,14;14455,016;23773,464;15910,953;18372,22;10421,707
United States;Sudan;Export;Vegetable;Export (US$ Thousand);;;;;;;39473,967;49903,521;36003,803;44596,252
United States;Suriname;Export;Vegetable;Export (US$ Thousand);4738,906;4735,48;6565,588;6769,912;7430,03;9037,542;8913,221;7219,577;7293,336;7277,368
United States;Swaziland;Export;Vegetable;Export (US$ Thousand);1771,28;1505,296;250,172;888,652;1162,081;822,905;2089,588;1601,528;1712,012;1691,245
United States;Sweden;Export;Vegetable;Export (US$ Thousand);64393,002;56863,681;55998,73;47895,826;54558,289;60826,002;70796,068;66278,421;64881,486;63530,136
United States;Switzerland;Export;Vegetable;Export (US$ Thousand);46168,153;48076,836;80884,517;78264,09;78487,779;67482,08;76300,586;167991,53;76854,717;63281,56
United States;Syrian Arab Republic;Export;Vegetable;Export (US$ Thousand);207980,711;340208,824;366222,375;269689,849;458577,125;209158,871;15532,652;3131,603;4892,291;2572,903
United States;Tajikistan;Export;Vegetable;Export (US$ Thousand);5550,926;4088,041;883,723;998,791;3714,565;;79,771;60,054;;51,746
United States;Tanzania;Export;Vegetable;Export (US$ Thousand);16216,726;22481,542;29049,729;29675,251;18795,8;61913,797;8263,044;32617,047;30840,583;20648,99
United States;Thailand;Export;Vegetable;Export (US$ Thousand);256684,977;297862,122;291100,548;469810,357;418300,448;449578,353;722421,33;531603,056;667957,364;744671,312
United States;Togo;Export;Vegetable;Export (US$ Thousand);1487,911;106,254;1327,764;7584,842;6668,866;6141,701;1018,917;20,659;7632,473;919,368
United States;Tokelau;Export;Vegetable;Export (US$ Thousand);;113,028;370,538;684,338;4,792;;3,978;;15,12;
United States;Tonga;Export;Vegetable;Export (US$ Thousand);5,65;53,293;85,399;6,768;25,093;36,587;2,933;;;3,549
United States;Trinidad and Tobago;Export;Vegetable;Export (US$ Thousand);74248,047;87495,77;117974,702;98980,725;109625,726;121462,727;124258,464;136773,098;128053,293;116815,874
United States;Tunisia;Export;Vegetable;Export (US$ Thousand);164494,242;186516,21;170302,887;168457,173;247009,366;297200,198;217231,726;155666,014;158938,187;139727,627
United States;Turkey;Export;Vegetable;Export (US$ Thousand);334094,51;465906,594;724133,717;710422,577;892488,352;836982,284;982789,749;790816,081;892691,901;666935,682
United States;Turkmenistan;Export;Vegetable;Export (US$ Thousand);61,73;;;;;30,264;7,53;;70,359;57,319
United States;Turks and Caicos Isl.;Export;Vegetable;Export (US$ Thousand);4841,448;5778,619;9192,687;4781,573;3502,599;3386,414;3739,089;3961,226;4408,857;4552,458
United States;Tuvalu;Export;Vegetable;Export (US$ Thousand);;;;42,271;;;58,942;42,376;;
United States;Uganda;Export;Vegetable;Export (US$ Thousand);16202,299;27682,407;13278,06;12502,779;7254,345;13074,639;5437,285;683,98;2702,638;1777,349
United States;Ukraine;Export;Vegetable;Export (US$ Thousand);7408,822;13702,085;27047,735;10020,407;16358,436;24934,48;38196,061;57572,942;31403,598;11901,234
United States;United Arab Emirates;Export;Vegetable;Export (US$ Thousand);183596,422;276773,965;270452,95;477319,083;564268,306;579009,752;588171,04;757754,89;708394,346;713425,628
United States;United Kingdom;Export;Vegetable;Export (US$ Thousand);438645,105;534265,805;561606,279;467901,403;562625,633;530904,536;661517,468;675664,053;738814,399;696702,312
United States;Unspecified;Export;Vegetable;Export (US$ Thousand);124385,407;428171,064;182997,431;233738,869;375897,966;225387,686;175000,278;179871,109;101,833;
United States;Uruguay;Export;Vegetable;Export (US$ Thousand);3800,965;5709,516;6684,561;8315,41;7673,692;8037,319;10272,793;22147,835;21858,477;10074,983
United States;Uzbekistan;Export;Vegetable;Export (US$ Thousand);66,613;131,947;25,209;111,684;97,908;133,381;177,071;211,43;333,775;630,334
United States;Vanuatu;Export;Vegetable;Export (US$ Thousand);69;53,172;321,266;537,061;;678,228;615,785;454,675;3,8;3,15
United States;Venezuela;Export;Vegetable;Export (US$ Thousand);286661,784;464859,635;1223785,953;624676,491;737317,148;796195,792;1073515,342;952006,779;731231,855;379954,337
United States;Vietnam;Export;Vegetable;Export (US$ Thousand);39006,807;122137,513;166650,435;237637,789;236054,795;373520,919;628636,529;942755,474;1108846,456;862704,136
United States;Wallis and Futura Isl.;Export;Vegetable;Export (US$ Thousand);;;;131,785;;;13,44;2,85;;
United States;Yemen;Export;Vegetable;Export (US$ Thousand);109279,061;281910,219;156074,614;156400,902;113904,68;194948,562;142773,973;144813,296;96988,321;101349,484
United States;Zambia;Export;Vegetable;Export (US$ Thousand);6406,201;1931,794;622,597;277,95;193,719;206,597;80,353;125,883;184,447;61,685
United States;Zimbabwe;Export;Vegetable;Export (US$ Thousand);13269,207;42457,157;13693,54;19393,808;5079,578;6830,934;2638,954;134,98;4491,808;3924,21
