Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;St. Vincent and the Grenadines;Export;Animal;Export (US$ Thousand);3052,978;5706,398;7150,82;6237,242;7048,239;8307,067;9331,318;8779,849;9232,149;8270,105
United States;Sudan;Export;Animal;Export (US$ Thousand);;;;;;;2053,065;98,806;4894,075;5562,282
United States;Suriname;Export;Animal;Export (US$ Thousand);7313,946;10454,206;12546,947;11868,286;14900,985;17602,479;20622,994;23707,727;24978,81;19807,911
United States;Swaziland;Export;Animal;Export (US$ Thousand);;153,01;;36,426;3,016;;;341,668;;2,526
United States;Sweden;Export;Animal;Export (US$ Thousand);13314,941;17637,814;19546,085;20198,099;25789,253;29613,674;35739,026;27548,362;24294,071;27987,355
United States;Switzerland;Export;Animal;Export (US$ Thousand);35492,621;18170,794;21645,626;21162,975;16918,647;28651,255;34495,221;34142,537;39342,757;38925,06
United States;Syrian Arab Republic;Export;Animal;Export (US$ Thousand);60,875;1715,695;7015,385;3203,182;4467,129;1097,906;602,052;;;
United States;Tajikistan;Export;Animal;Export (US$ Thousand);258,042;4619,662;3393,374;3265,393;7492,833;6913,757;3555,166;6519,538;5718,529;3802,723
United States;Tanzania;Export;Animal;Export (US$ Thousand);15,87;73,28;85,4;120,925;515,565;1372,423;1219,847;2018,069;3118,187;1218,929
United States;Thailand;Export;Animal;Export (US$ Thousand);65643,3;134940,228;125940,345;74587,929;112679,455;139270,473;120506,914;168448,601;150128,594;142014,92
United States;Togo;Export;Animal;Export (US$ Thousand);;52,805;67,278;20,321;;143,88;292,457;517,888;380,767;1110,59
United States;Tokelau;Export;Animal;Export (US$ Thousand);478,625;1096,746;1155,838;317,283;26,831;;38,644;;285,313;
United States;Tonga;Export;Animal;Export (US$ Thousand);1856,78;2234,932;3840,025;5882,957;7399,026;11090,085;9504,862;9544,854;11211,898;8297,439
United States;Trinidad and Tobago;Export;Animal;Export (US$ Thousand);26791,212;41021,084;51124,347;47960,456;62350,717;69377,141;75555,801;85675,345;86166,734;87291,873
United States;Tunisia;Export;Animal;Export (US$ Thousand);1311,237;2179,455;9700,154;1803,559;4014,141;8412,642;6187,048;5960,426;2595,967;895,269
United States;Turkey;Export;Animal;Export (US$ Thousand);77699,492;68546,188;94146,906;69680,962;119899,56;261415,046;156704,076;144578,949;103169,228;54066,832
United States;Turkmenistan;Export;Animal;Export (US$ Thousand);305,909;;4258,604;5131,354;1515,295;373,875;8010,993;23784,216;19270,261;6666,942
United States;Turks and Caicos Isl.;Export;Animal;Export (US$ Thousand);2523,027;4247,317;5775,318;6488,822;5854,37;6984,609;8613,418;10523,453;12639,508;13960,685
United States;Tuvalu;Export;Animal;Export (US$ Thousand);;;;21,496;265,546;372,008;455,587;439,028;531,501;452,211
United States;Uganda;Export;Animal;Export (US$ Thousand);18,788;120,199;163,377;17,848;53,199;60,28;229,608;215,137;74,023;37,875
United States;Ukraine;Export;Animal;Export (US$ Thousand);93063,972;153761,394;278303,157;135346,577;151220,275;121323,123;141879,913;215938,599;97648,306;43714,536
United States;United Arab Emirates;Export;Animal;Export (US$ Thousand);76148,336;73514,422;159344,235;135907,052;137360,005;189391,355;218380,043;213288,438;208177,993;189438,436
United States;United Kingdom;Export;Animal;Export (US$ Thousand);239120,682;230062,358;210213,934;212286,012;154325,848;144276,647;177330,419;191766,179;215729,318;198713,494
United States;Uruguay;Export;Animal;Export (US$ Thousand);2363,204;5052,299;7835,471;5402,61;8441,487;9700,213;9444,201;14505,602;11710,229;8192,035
United States;Uzbekistan;Export;Animal;Export (US$ Thousand);248,378;35,591;824,933;26,409;271,06;978,35;399,111;2932,512;1645,368;509,434
United States;Vanuatu;Export;Animal;Export (US$ Thousand);;;12,5;;336,4;;13,405;8,01;4,402;
United States;Venezuela;Export;Animal;Export (US$ Thousand);14541,307;16112,748;28646,683;14517,38;23039,583;17863,602;25771,422;24623,377;14316,517;4140,056
United States;Vietnam;Export;Animal;Export (US$ Thousand);66389,995;113165,506;323173,813;294492,733;421812,256;520461,752;382993,412;383385,614;461053,916;413879,431
United States;Wallis and Futura Isl.;Export;Animal;Export (US$ Thousand);100;148,985;477,82;140;280,5;135,244;235,687;28,607;;
United States;Yemen;Export;Animal;Export (US$ Thousand);9758,966;20562,329;27627,687;1904,778;6411,247;3549,741;5584,002;4032,005;2222,3;597,776
United States;Zambia;Export;Animal;Export (US$ Thousand);25,965;1457,349;3116,678;51,885;33,653;1138,047;1902,677;259,656;66,555;172,793
United States;Zimbabwe;Export;Animal;Export (US$ Thousand);85,095;62,919;;261,12;595,785;2502,819;1292,26;341,222;15,648;50,236
