Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;French Polynesia;Export;  All Products;Export (US$ Thousand);108264,728;124354,413;130416,627;113039,938;121590,707;126618,809;129855,209;126287,434;129534,167;120111,999
United States;Gabon;Export;  All Products;Export (US$ Thousand);135289,657;477656,443;283888,993;170822,545;242998,852;205151,05;319048,462;307983,525;417347,429;203933,726
United States;Gambia, The;Export;  All Products;Export (US$ Thousand);21229,805;20000,988;28878,32;33650,713;29253,787;29366,112;27458,509;34135,359;41538,614;37837,725
United States;Georgia;Export;  All Products;Export (US$ Thousand);265663,512;364250,349;586464,121;363807,626;300877,77;580009,236;541253,019;601253,207;627537,276;341879,041
United States;Germany;Export;  All Products;Export (US$ Thousand);41313146,99;49611212,29;54672136,76;43220924,95;47994835,94;48939214,66;48372035,06;46862995,13;49028160,36;49617249,17
United States;Ghana;Export;  All Products;Export (US$ Thousand);289728,435;415902,196;608657,152;634257,682;989339,154;1199086,566;1322494,666;982392,732;1186243,58;887248,657
United States;Gibraltar;Export;  All Products;Export (US$ Thousand);301194,614;593945,617;2640696,409;1559883,391;1494144,556;3148591,117;5109058,46;3576385,347;2530894,164;2005485,321
United States;Greece;Export;  All Products;Export (US$ Thousand);1554130,961;2110967,694;1931752,648;2475729,502;1106425,56;1130969,963;804136,728;739038,829;773186,86;729533,949
United States;Greenland;Export;  All Products;Export (US$ Thousand);2972,467;4418,684;34892,248;7072,819;8577,516;7302,165;15856,79;19148,034;12713,909;9482,605
United States;Grenada;Export;  All Products;Export (US$ Thousand);75594,475;83264,328;84437,13;59092,305;71243,438;81834,405;72112,543;95265,322;83966,315;90101,417
United States;Guatemala;Export;  All Products;Export (US$ Thousand);3518341,833;4075941,853;4721009,405;3900714,101;4476841,489;6151169,676;5748945,279;5552496,517;5963671,359;5863775,726
United States;Guinea;Export;  All Products;Export (US$ Thousand);64741,875;73539,745;101802,826;94859,488;85061,952;256160,269;154622,237;79462,98;65185,635;134525,331
United States;Guinea-Bissau;Export;  All Products;Export (US$ Thousand);5708,642;6615,356;2076,775;1555,485;3401,58;11838,657;21095,196;6643,733;2904,28;2204,81
United States;Guyana;Export;  All Products;Export (US$ Thousand);179418,493;187891,891;288545,175;260704,605;290703,439;363441,299;359571,07;318387,539;369960,5;367397,991
United States;Haiti;Export;  All Products;Export (US$ Thousand);809406,172;710713,72;944538,394;791682,687;1208576,616;1058948,781;1050229,529;1226729,906;1276652,231;1143954,904
United States;Heard Island and McDonald Isla;Export;  All Products;Export (US$ Thousand);595,097;1721,67;308,427;7113,037;3654,96;365,259;499,782;504,268;1180,334;913,419
United States;Holy See;Export;  All Products;Export (US$ Thousand);12037,913;18266,111;9275,122;7351,678;3193,465;2291,281;4803,261;2467,299;2573,365;2226,547
United States;Honduras;Export;  All Products;Export (US$ Thousand);3693276,199;4462038,529;4845601,443;3384032,382;4606443,933;6166366,302;5714670,349;5373024,605;5960550,932;5238379,598
United States;Hong Kong, China;Export;  All Products;Export (US$ Thousand);17774301,28;20118418,58;21631616,62;21117126,29;26566569,77;36375362,74;37437332,88;42321051,07;40822125,41;37133932,13
United States;Hungary;Export;  All Products;Export (US$ Thousand);1188221,269;1291669,417;1431171,705;1231685,475;1290393,339;1479338,284;1566156,776;1726910,687;1842761,668;1714321,978
United States;Iceland;Export;  All Products;Export (US$ Thousand);365834,335;629629,435;469547,572;349535,814;324882,989;628054,455;370820,354;513396,893;364460,684;388610,319
United States;India;Export;  All Products;Export (US$ Thousand);10091103,61;17592454,56;18666534,23;16462437,1;19248886,97;21542181,27;22105715,15;21811337,21;21607498,61;21529612,22
United States;Indonesia;Export;  All Products;Export (US$ Thousand);3078128,99;4234529,206;5913098,423;5106426,282;6947846,91;7421405,814;7997976,489;9096784,624;8284067,499;7122875,072
United States;Iran, Islamic Rep.;Export;  All Products;Export (US$ Thousand);84952,918;145609,612;683175,698;281814,642;211398,345;233183,16;251122,746;308142,294;186549,561;282172,808
United States;Iraq;Export;  All Products;Export (US$ Thousand);1493812,516;1574544,305;2122954,379;1774843,524;1643064,073;2400364,843;2053842,278;2021733,722;2105746,032;1969642,941
United States;Ireland;Export;  All Products;Export (US$ Thousand);8515296,155;9010736,051;8652873,126;7516394,436;7274602,171;7655738,962;7391887,282;6631968,548;7805934,194;8944938,349
United States;Israel;Export;  All Products;Export (US$ Thousand);10964389,68;13018845,81;14486465,8;9567806,711;11295013,67;13961616,1;14273472,73;13742185,48;15081784,52;13561484,33
United States;Italy;Export;  All Products;Export (US$ Thousand);12566238,14;14141169,01;15478024,29;12232372,42;14219760,52;16037460;16096249,45;16753581,97;16965272,01;16246231,35
United States;Jamaica;Export;  All Products;Export (US$ Thousand);2034998,778;2318160,057;2644299,431;1448304,609;1661396,57;1934143,237;1989288,661;1979636,553;2181990,355;1705906,097
United States;Japan;Export;  All Products;Export (US$ Thousand);59647551,3;62663665,28;66573421,9;51178320,34;60469045,59;65791776,72;69971994,97;65213790,41;66825973,37;62470434,52
United States;Jordan;Export;  All Products;Export (US$ Thousand);650000,893;856538,405;940488,075;1193406,016;1172174,641;1449688,144;1766366,354;2084046,483;2050389,09;1367916,673
United States;Kazakhstan;Export;  All Products;Export (US$ Thousand);645981,756;753009,322;985507,194;599471,333;730286,669;827132,922;883647,324;1150149,437;1008953,87;508714,694
United States;Kenya;Export;  All Products;Export (US$ Thousand);526013,766;584217,239;474374,087;654376,599;375348,785;461441,784;568583,714;635688,855;1640898,833;936761,011
